player_name,club,position,age,nationality,market_value_eur,contract_months_remaining,fb_player_name,fb_club,minutes_played,goals,assists,goals_per_90,assists_per_90,match_score,mins,yellow_cards,shots_per_game,pass_success_pct,aerials_won,rating,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,avg_passes_per_game,crosses_per_game,long_balls_per_game,through_balls_per_game,xg,xg_diff,xg_per_shot,position_group,is_striker,is_winger,is_attacking_mid,is_central_mid,is_cdm,is_fullback,is_goalkeeper,nationality_group,is_brazilian,is_french,is_english,is_spanish,is_german,is_argentinian,is_portuguese,is_african,is_asian,is_south_american_other
Chris Richards,Crystal Palace,Centre-Back,25,United States,25000000.0,15,Chris Richards,Crystal Palace,2332.0,1.0,0.0,0.0386,0.0,100.0,2333.0,3.0,0.4,84.5,3.4,7.03,1.9,1.5,0.5,6.1,0.6,0.7,0.3,0.2,0.1,47.0,0.2,2.0,0.0,1.2,-0.2,0.12,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jaydee Canvot,Crystal Palace,Centre-Back,19,France,20000000.0,39,Jaydee Canvot,Crystal Palace,706.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Chadi Riad,Crystal Palace,Centre-Back,22,Morocco,12000000.0,39,Chadi Riad,Crystal Palace,314.0,0.0,1.0,0.0,0.2866,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Tyrick Mitchell,Crystal Palace,Left-Back,26,England,25000000.0,15,Tyrick Mitchell,Crystal Palace,2667.0,1.0,1.0,0.0337,0.0337,100.0,2670.0,5.0,0.4,72.4,0.6,6.77,2.7,0.9,0.6,2.7,0.6,0.3,0.7,0.5,0.7,29.7,0.6,1.0,0.0,1.77,-0.77,0.14,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Borna Sosa,Crystal Palace,Left-Back,28,Croatia,4000000.0,27,Borna Sosa,Crystal Palace,55.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Daniel Muñoz,Crystal Palace,Right-Back,29,Colombia,27000000.0,27,Daniel Muñoz,Crystal Palace,1778.0,3.0,2.0,0.1519,0.1012,100.0,1782.0,5.0,0.9,78.1,1.6,7.04,2.4,1.0,1.1,3.3,0.8,0.0,1.0,0.0,0.6,30.0,0.6,1.0,0.0,1.99,1.01,0.1,fullback,0,0,0,0,0,1,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Right-Back,34,England,500000.0,3,Nathaniel Clyne,Crystal Palace,495.0,0.0,1.0,0.0,0.1818,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Adam Wharton,Crystal Palace,Defensive Midfield,22,England,60000000.0,39,Adam Wharton,Crystal Palace,2163.0,0.0,5.0,0.0,0.208,100.0,2177.0,4.0,1.0,79.1,0.8,6.79,2.2,0.9,1.1,1.3,1.2,0.1,1.2,0.4,1.0,38.5,0.8,2.0,0.5,1.11,-1.11,0.04,cdm,0,0,0,0,1,0,0,english,0,0,1,0,0,0,0,0,0,0
Jefferson Lerma,Crystal Palace,Defensive Midfield,31,Colombia,8000000.0,3,Jefferson Lerma,Crystal Palace,1255.0,0.0,2.0,0.0,0.1434,100.0,1249.0,6.0,0.6,79.5,2.2,6.54,0.8,0.7,0.8,2.0,0.5,0.1,0.4,0.1,0.6,27.3,0.1,1.5,0.0,1.34,-1.34,0.1,cdm,0,0,0,0,1,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Kaden Rodney,Crystal Palace,Defensive Midfield,21,England,200000.0,27,Kaden Rodney,Crystal Palace,4.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cdm,0,0,0,0,1,0,0,english,0,0,1,0,0,0,0,0,0,0
Will Hughes,Crystal Palace,Central Midfield,30,England,6000000.0,15,Will Hughes,Crystal Palace,1301.0,0.0,0.0,0.0,0.0,100.0,1297.0,7.0,0.6,81.8,0.6,6.35,0.9,0.4,0.7,0.9,0.4,0.2,0.7,0.4,0.7,21.5,0.4,0.7,0.0,1.42,-1.42,0.08,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Daichi Kamada,Crystal Palace,Attacking Midfield,29,Japan,12000000.0,3,Daichi Kamada,Crystal Palace,1479.0,0.0,0.0,0.0,0.0,100.0,1489.0,2.0,0.8,82.9,0.7,6.64,2.5,0.5,1.3,1.0,1.0,0.1,0.7,0.6,1.0,30.8,0.3,1.2,0.2,1.46,-1.46,0.09,attacking_mid,0,0,1,0,0,0,0,asian,0,0,0,0,0,0,0,0,1,0
Justin Devenny,Crystal Palace,Attacking Midfield,22,Northern Ireland,12000000.0,15,Justin Devenny,Crystal Palace,603.0,1.0,0.0,0.1493,0.0,100.0,597.0,0.0,0.7,71.9,0.3,6.13,0.9,0.0,0.6,0.4,0.8,0.0,0.4,0.1,0.3,10.9,0.0,0.4,0.0,3.09,-2.09,0.24,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Ismaïla Sarr,Crystal Palace,Right Winger,28,Senegal,35000000.0,39,Ismaïla Sarr,Crystal Palace,1725.0,7.0,1.0,0.3652,0.0522,100.0,1730.0,2.0,1.7,71.4,1.1,6.74,0.9,0.4,0.6,1.3,0.3,0.2,0.7,0.5,1.8,18.9,0.1,0.4,0.0,8.3,-1.3,0.24,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Brennan Johnson,Crystal Palace,Right Winger,24,Wales,35000000.0,51,Brennan Johnson,Crystal Palace,1236.0,2.0,1.0,0.1456,0.0728,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Evann Guessand,Crystal Palace,Right Winger,24,Cote d'Ivoire,28000000.0,3,Evann Guessand,Crystal Palace,888.0,1.0,2.0,0.1014,0.2027,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jørgen Strand Larsen,Crystal Palace,Centre-Forward,26,Norway,45000000.0,51,Jørgen Strand Larsen,Crystal Palace,1870.0,4.0,1.0,0.1925,0.0481,100.0,1405.0,2.0,1.0,65.0,2.0,6.19,0.3,0.1,1.4,1.0,0.3,0.2,0.3,0.2,0.5,11.8,0.0,0.1,0.0,3.31,-2.31,0.16,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Mateta,Crystal Palace,Centre-Forward,28,France,35000000.0,15,Jean-Philippe Mateta,Crystal Palace,1935.0,8.0,0.0,0.3721,0.0,100.0,1946.0,2.0,2.3,62.7,2.4,6.73,0.3,0.2,0.7,1.7,0.4,0.2,0.3,0.6,0.6,11.6,0.2,0.5,0.1,12.6,-4.6,0.23,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Christantus Uche,Crystal Palace,Centre-Forward,22,Nigeria,15000000.0,3,Christantus Uche,Crystal Palace,173.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Eddie Nketiah,Crystal Palace,Centre-Forward,26,England,14000000.0,39,Eddie Nketiah,Crystal Palace,424.0,2.0,0.0,0.4245,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Bafodé Diakité,AFC Bournemouth,Centre-Back,25,France,30000000.0,27,Bafodé Diakité,AFC Bournemouth,1277.0,0.0,0.0,0.0,0.0,100.0,1277.0,1.0,0.1,88.0,1.9,6.49,1.1,0.7,0.4,4.6,0.2,0.3,0.2,0.0,0.3,41.6,0.0,1.9,0.0,0.02,-0.02,0.02,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Marcos Senesi,AFC Bournemouth,Centre-Back,28,Argentina,22000000.0,3,Marcos Senesi,AFC Bournemouth,2568.0,0.0,4.0,0.0,0.1402,100.0,2570.0,8.0,0.5,77.3,2.4,7.09,1.7,1.6,0.9,7.4,0.8,1.3,0.7,0.1,0.9,61.6,0.2,5.1,0.3,1.6,-1.6,0.11,centre_back,0,0,0,0,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Veljko Milosavljevic,AFC Bournemouth,Centre-Back,18,Serbia,20000000.0,51,Veljko Milosavljevic,AFC Bournemouth,368.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
James Hill,AFC Bournemouth,Centre-Back,24,England,15000000.0,27,James Hill,AFC Bournemouth,1386.0,0.0,3.0,0.0,0.1948,100.0,1385.0,2.0,0.4,76.6,3.6,6.97,1.2,1.4,0.5,5.4,0.5,0.5,0.3,0.0,0.5,29.9,0.1,1.7,0.1,0.72,-0.72,0.09,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Adrien Truffert,AFC Bournemouth,Left-Back,24,France,25000000.0,51,Adrien Truffert,AFC Bournemouth,2659.0,0.0,2.0,0.0,0.0677,100.0,2660.0,3.0,0.4,82.9,1.3,6.92,2.7,1.3,1.0,4.0,0.8,0.3,0.7,0.8,0.8,40.9,0.8,1.0,0.0,0.41,-0.41,0.04,fullback,0,0,0,0,0,1,0,french,0,1,0,0,0,0,0,0,0,0
Julio Soler,AFC Bournemouth,Left-Back,21,Argentina,8000000.0,39,Julio Soler,AFC Bournemouth,35.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,argentinian,0,0,0,0,0,1,0,0,0,0
Álex Jiménez,AFC Bournemouth,Right-Back,20,Spain,22000000.0,27,Álex Jiménez,AFC Bournemouth,1886.0,1.0,0.0,0.0477,0.0,100.0,1895.0,8.0,0.7,80.1,0.5,6.7,2.1,0.8,1.0,1.3,0.7,0.3,0.5,1.2,0.6,25.8,0.3,1.2,0.0,1.03,-0.03,0.05,fullback,0,0,0,0,0,1,0,spanish,0,0,0,1,0,0,0,0,0,0
Adam Smith,AFC Bournemouth,Right-Back,34,England,500000.0,15,Adam Smith,AFC Bournemouth,790.0,0.0,1.0,0.0,0.1139,100.0,793.0,2.0,0.0,74.7,0.7,6.3,0.6,0.4,0.8,1.6,0.5,0.4,0.2,0.1,0.4,14.9,0.1,0.5,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Tyler Adams,AFC Bournemouth,Defensive Midfield,27,United States,25000000.0,27,Tyler Adams,AFC Bournemouth,1411.0,2.0,1.0,0.1276,0.0638,100.0,1421.0,7.0,0.4,87.0,1.0,6.69,2.2,1.6,1.6,1.8,0.9,0.4,0.2,0.3,0.7,45.4,0.0,1.3,0.0,0.78,1.22,0.1,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Alex Scott,AFC Bournemouth,Central Midfield,22,England,40000000.0,27,Alex Scott,AFC Bournemouth,2220.0,2.0,1.0,0.0811,0.0405,100.0,2233.0,3.0,1.2,83.6,1.0,6.84,1.6,1.1,1.2,2.2,0.6,0.3,0.6,0.8,1.7,34.7,0.3,1.3,0.1,3.41,-1.41,0.09,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Lewis Cook,AFC Bournemouth,Central Midfield,29,England,13000000.0,27,Lewis Cook,AFC Bournemouth,872.0,0.0,1.0,0.0,0.1032,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Alex Tóth,AFC Bournemouth,Central Midfield,20,Hungary,12000000.0,63,Alex Tóth,AFC Bournemouth,74.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Ryan Christie,AFC Bournemouth,Central Midfield,31,Scotland,9000000.0,15,Ryan Christie,AFC Bournemouth,655.0,1.0,0.0,0.1374,0.0,100.0,643.0,2.0,0.9,77.2,0.4,6.38,0.9,0.3,0.7,0.8,0.5,0.1,0.4,0.7,0.8,18.9,0.2,0.8,0.0,1.73,-0.73,0.1,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Justin Kluivert,AFC Bournemouth,Attacking Midfield,26,Netherlands,30000000.0,27,Justin Kluivert,AFC Bournemouth,919.0,2.0,0.0,0.1959,0.0,100.0,922.0,4.0,0.9,81.6,0.3,6.43,0.6,0.2,0.8,0.1,0.5,0.1,1.2,0.6,0.5,18.4,0.4,0.7,0.1,1.77,0.23,0.11,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Marcus Tavernier,AFC Bournemouth,Attacking Midfield,26,England,23000000.0,39,Marcus Tavernier,AFC Bournemouth,2032.0,5.0,4.0,0.2215,0.1772,100.0,2042.0,4.0,2.2,82.4,0.7,6.85,1.2,0.5,1.0,1.3,0.5,0.1,1.3,1.0,1.0,31.8,0.5,0.9,0.1,6.2,-1.2,0.11,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Amine Adli,AFC Bournemouth,Left Winger,25,Morocco,20000000.0,51,Amine Adli,AFC Bournemouth,968.0,3.0,1.0,0.2789,0.093,100.0,961.0,2.0,0.7,76.2,1.0,6.5,1.2,0.2,1.0,0.7,0.3,0.1,0.6,0.3,0.8,14.2,0.1,0.1,0.0,2.8,0.2,0.15,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Ben Gannon-Doak,AFC Bournemouth,Right Winger,20,Scotland,16000000.0,51,Ben Gannon-Doak,AFC Bournemouth,57.0,0.0,1.0,0.0,1.5789,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
David Brooks,AFC Bournemouth,Right Winger,28,Wales,14000000.0,39,David Brooks,AFC Bournemouth,1033.0,1.0,2.0,0.0871,0.1742,100.0,1036.0,7.0,1.8,77.3,0.2,6.39,0.6,0.1,0.5,0.6,0.8,0.0,1.0,0.7,0.5,16.1,0.4,0.4,0.1,5.57,-4.57,0.13,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Junior Kroupi,AFC Bournemouth,Centre-Forward,19,France,40000000.0,51,Junior Kroupi,AFC Bournemouth,1140.0,8.0,0.0,0.6316,0.0,100.0,1145.0,3.0,1.3,72.7,0.2,6.57,0.3,0.3,0.5,1.0,0.2,0.0,0.8,0.3,0.3,12.4,0.0,0.3,0.1,5.22,2.78,0.16,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Evanilson,AFC Bournemouth,Centre-Forward,26,Brazil,35000000.0,39,Evanilson,AFC Bournemouth,2104.0,6.0,0.0,0.2567,0.0,100.0,2119.0,1.0,2.0,75.6,1.4,6.58,0.3,0.1,0.6,0.7,0.3,0.1,0.9,0.4,0.9,12.6,0.0,0.1,0.0,8.29,-2.29,0.15,striker,1,0,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Enes Ünal,AFC Bournemouth,Centre-Forward,28,Türkiye,8000000.0,27,Enes Ünal,AFC Bournemouth,186.0,1.0,0.0,0.4839,0.0,100.0,173.0,1.0,0.7,64.3,0.3,6.07,0.1,0.0,0.4,0.4,0.0,0.0,0.0,0.1,0.2,2.5,0.0,0.0,0.0,1.98,-0.98,0.17,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Bart Verbruggen,Brighton & Hove Albion,Goalkeeper,23,Netherlands,40000000.0,27,Bart Verbruggen,Brighton & Hove Albion,2700.0,0.0,0.0,0.0,0.0,100.0,2700.0,3.0,0.0,76.6,0.3,6.57,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.1,40.3,0.0,5.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Jan Paul van Hecke,Brighton & Hove Albion,Centre-Back,25,Netherlands,35000000.0,15,Jan Paul van Hecke,Brighton & Hove Albion,2490.0,3.0,2.0,0.1084,0.0723,100.0,2491.0,7.0,0.6,87.0,3.0,7.0,1.5,1.1,0.8,5.2,0.6,0.9,0.4,0.1,1.2,69.6,0.3,3.8,0.0,2.79,0.21,0.16,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Olivier Boscagli,Brighton & Hove Albion,Centre-Back,28,France,15000000.0,51,Olivier Boscagli,Brighton & Hove Albion,442.0,0.0,1.0,0.0,0.2036,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Lewis Dunk,Brighton & Hove Albion,Centre-Back,34,England,4000000.0,15,Lewis Dunk,Brighton & Hove Albion,2475.0,0.0,0.0,0.0,0.0,100.0,2475.0,9.0,0.7,92.1,2.4,6.79,1.1,1.0,0.5,4.6,0.7,0.9,0.2,0.1,0.3,77.5,0.0,2.6,0.0,1.12,-1.12,0.06,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Ferdi Kadıoğlu,Brighton & Hove Albion,Left-Back,26,Türkiye,30000000.0,27,Ferdi Kadıoğlu,Brighton & Hove Albion,2413.0,0.0,0.0,0.0,0.0,100.0,2414.0,6.0,0.7,85.6,0.8,6.66,1.8,0.6,0.5,2.1,1.0,0.2,0.6,0.4,1.1,35.5,0.7,1.3,0.0,1.35,-1.35,0.07,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Maxim De Cuyper,Brighton & Hove Albion,Left-Back,25,Belgium,22000000.0,51,Maxim De Cuyper,Brighton & Hove Albion,1152.0,2.0,0.0,0.1562,0.0,100.0,1155.0,2.0,0.5,83.1,0.3,6.45,0.8,0.4,0.6,0.9,0.5,0.0,0.8,0.2,0.8,22.7,0.9,0.4,0.0,1.44,0.56,0.13,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Joël Veltman,Brighton & Hove Albion,Right-Back,34,Netherlands,2500000.0,27,Joël Veltman,Brighton & Hove Albion,849.0,1.0,0.0,0.106,0.0,100.0,843.0,4.0,0.2,79.3,1.0,6.55,1.6,0.9,0.5,2.2,0.4,0.3,0.2,0.1,1.1,18.6,0.1,0.6,0.0,1.05,-0.05,0.35,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Carlos Baleba,Brighton & Hove Albion,Defensive Midfield,22,Cameroon,55000000.0,27,Carlos Baleba,Brighton & Hove Albion,1264.0,0.0,0.0,0.0,0.0,100.0,1278.0,5.0,0.6,85.6,0.7,6.28,1.2,1.0,1.1,1.0,0.5,0.1,0.2,0.4,0.7,22.9,0.0,1.0,0.0,1.16,-1.16,0.08,cdm,0,0,0,0,1,0,0,african,0,0,0,0,0,0,0,1,0,0
Mats Wieffer,Brighton & Hove Albion,Defensive Midfield,26,Netherlands,25000000.0,39,Mats Wieffer,Brighton & Hove Albion,1481.0,0.0,3.0,0.0,0.1823,100.0,1486.0,6.0,0.7,85.2,1.9,6.91,2.8,1.2,1.3,3.2,1.6,0.2,1.0,0.4,0.8,36.4,0.1,1.7,0.1,1.73,-1.73,0.12,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jack Hinshelwood,Brighton & Hove Albion,Defensive Midfield,20,England,22000000.0,39,Jack Hinshelwood,Brighton & Hove Albion,1094.0,1.0,2.0,0.0823,0.1645,100.0,1097.0,0.0,1.2,82.5,0.5,6.35,0.7,0.2,1.3,1.1,0.4,0.3,0.5,0.1,0.3,24.6,0.0,0.5,0.1,2.51,-1.51,0.11,cdm,0,0,0,0,1,0,0,english,0,0,1,0,0,0,0,0,0,0
Yasin Ayari,Brighton & Hove Albion,Central Midfield,22,Sweden,30000000.0,15,Yasin Ayari,Brighton & Hove Albion,1718.0,3.0,2.0,0.1572,0.1048,100.0,1716.0,1.0,1.7,86.6,0.3,6.7,1.9,1.0,0.9,0.9,1.0,0.1,0.5,0.6,1.0,37.7,0.2,1.7,0.0,2.34,0.66,0.06,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Diego Gómez,Brighton & Hove Albion,Central Midfield,22,Paraguay,25000000.0,27,Diego Gómez,Brighton & Hove Albion,1841.0,5.0,0.0,0.2444,0.0,100.0,1857.0,8.0,1.2,78.8,1.7,6.76,2.6,0.5,1.6,1.0,1.0,0.1,0.7,0.6,0.3,24.4,0.2,0.6,0.0,4.89,0.11,0.15,central_mid,0,0,0,1,0,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Matt O'Riley,Brighton & Hove Albion,Central Midfield,25,Denmark,20000000.0,39,Matt O'Riley,Brighton & Hove Albion,187.0,1.0,0.0,0.4813,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Pascal Groß,Brighton & Hove Albion,Central Midfield,34,Germany,3500000.0,15,Pascal Groß,Brighton & Hove Albion,916.0,1.0,1.0,0.0983,0.0983,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,german,0,0,0,0,1,0,0,0,0,0
James Milner,Brighton & Hove Albion,Central Midfield,40,England,750000.0,3,James Milner,Brighton & Hove Albion,651.0,1.0,1.0,0.1382,0.1382,100.0,645.0,2.0,0.3,86.5,0.3,6.28,0.7,0.3,0.6,0.7,0.4,0.1,0.4,0.1,0.2,22.6,0.3,0.9,0.1,0.92,0.08,0.15,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Kaoru Mitoma,Brighton & Hove Albion,Left Winger,28,Japan,25000000.0,15,Kaoru Mitoma,Brighton & Hove Albion,1411.0,2.0,1.0,0.1276,0.0638,100.0,1414.0,3.0,1.2,81.5,0.7,6.61,0.6,0.4,1.2,0.7,0.6,0.0,1.4,1.1,0.8,23.8,0.4,0.5,0.0,3.32,-1.32,0.15,winger,0,1,0,0,0,0,0,asian,0,0,0,0,0,0,0,0,1,0
Yankuba Minteh,Brighton & Hove Albion,Right Winger,21,The Gambia,40000000.0,39,Yankuba Minteh,Brighton & Hove Albion,1757.0,2.0,4.0,0.1024,0.2049,100.0,1764.0,1.0,1.3,65.9,0.5,6.88,1.5,0.4,0.8,0.5,0.6,0.0,1.3,2.1,0.7,17.3,0.9,0.4,0.0,3.0,-1.0,0.09,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Solly March,Brighton & Hove Albion,Right Winger,31,England,2000000.0,3,Solly March,Brighton & Hove Albion,5.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Georginio Rutter,Brighton & Hove Albion,Centre-Forward,23,France,30000000.0,27,Georginio Rutter,Brighton & Hove Albion,1595.0,2.0,2.0,0.1129,0.1129,100.0,1606.0,2.0,1.5,69.6,0.7,6.59,1.1,0.4,1.1,1.0,0.5,0.0,0.9,1.0,1.3,16.0,0.1,0.6,0.2,2.52,-0.52,0.07,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Charalampos Kostoulas,Brighton & Hove Albion,Centre-Forward,18,Greece,25000000.0,51,Charalampos Kostoulas,Brighton & Hove Albion,305.0,2.0,1.0,0.5902,0.2951,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Stefanos Tzimas,Brighton & Hove Albion,Centre-Forward,20,Greece,20000000.0,51,Stefanos Tzimas,Brighton & Hove Albion,139.0,1.0,1.0,0.6475,0.6475,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Danny Welbeck,Brighton & Hove Albion,Centre-Forward,35,England,4000000.0,15,Danny Welbeck,Brighton & Hove Albion,1744.0,10.0,0.0,0.5161,0.0,100.0,1747.0,4.0,1.4,79.6,0.6,6.53,0.7,0.3,0.8,0.7,0.4,0.0,0.6,0.3,0.2,13.5,0.0,0.2,0.1,9.59,0.41,0.24,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
